seed,max_spawn,seed_failed,fail_reason,solve_time_auc,solve_time_total,solve_time_pulp,total_util_auc,total_util_pulp,percav_util_auc,percav_util_pulp,correct_rate,n_solves,spawn,success_rate,n_success,n_trials
1,12,0,,7.840506165123344e-06,0.004407940928483842,0.014333333333321544,74.99594412039066,74.99594412039066,7.809609749797472,7.809609749797472,1.0,237,12,1.0,30,30
2,12,0,,8.35752253218727e-06,0.004835747787947828,0.015207964601664828,81.2008974867909,81.20104017152482,7.7997061169820485,7.7997180073765415,0.995575221238938,226,12,1.0,30,30
3,12,0,,7.771427980125217e-06,0.004200349206734072,0.014277777777712641,73.60877519064586,73.60877519064586,7.851482279626312,7.851482279626312,1.0,252,12,1.0,30,30
4,12,0,,7.690039782903613e-06,0.004300443426125212,0.013824701195165786,72.61267589005395,72.61282798119396,7.818919444013648,7.818934653127648,0.9960159362549801,251,12,1.0,30,30
5,12,0,,8.058723030076858e-06,0.004496545957257733,0.014846808510768089,78.80377165767014,78.80377165767014,7.871429110345949,7.871429110345949,1.0,235,12,1.0,30,30
6,12,0,,8.123577394942957e-06,0.004341564227933844,0.01481707317074827,74.56003042277977,74.56045263720281,7.801027012720903,7.801062197256155,0.991869918699187,246,12,1.0,30,30
7,12,0,,7.759274423381524e-06,0.0043350665322753725,0.01416935483851581,72.49368531737072,72.4950047010491,7.749908989913194,7.750035125250089,0.9596774193548387,248,12,1.0,30,30
8,12,0,,7.944223304015707e-06,0.0042909358563045395,0.014549800797110048,73.98130257182052,73.98316669667435,7.876783326977077,7.876938670714895,0.952191235059761,251,12,1.0,30,30
9,12,0,,7.960000402817968e-06,0.004497649167084698,0.014612499999990784,75.8198029415759,75.82082703899123,7.828057075824034,7.82814241727531,0.9625,240,12,1.0,30,30
10,12,0,,8.052697306676647e-06,0.004465062240840523,0.013887966804955583,76.32681653063695,76.32681653063695,7.803875651402901,7.803875651402901,1.0,241,12,1.0,30,30
11,12,0,,7.958264387893867e-06,0.004393540082433481,0.014223140495788876,75.96889458629585,75.96906265720445,7.802469841082178,7.802493851211977,0.9958677685950413,242,12,1.0,30,30
12,12,0,,7.606037169747617e-06,0.004129924905927905,0.01445660377355108,70.99453625244414,70.99453625244414,7.876792205038206,7.876792205038206,1.0,265,12,1.0,30,30
13,12,0,,7.586245776455309e-06,0.004162004832526735,0.014159851301092305,70.42643192354917,70.42643192354917,7.673139726302016,7.673139726302016,1.0,269,12,1.0,30,30
14,12,0,,7.890763000143788e-06,0.0042340963859514085,0.014357429718922255,73.55690815918764,73.55690815918764,7.8075873620654495,7.8075873620654495,1.0,249,12,1.0,30,30
15,12,0,,7.752964448868463e-06,0.0041045577082071604,0.014707509881442711,71.37602893015952,71.37602893015952,7.85411252788085,7.85411252788085,1.0,253,12,1.0,30,30
16,12,0,,8.003004587279402e-06,0.004545075107601175,0.014609442060064353,77.29877784006464,77.29877784006464,7.881843340842547,7.881843340842547,1.0,233,12,1.0,30,30
17,12,0,,8.118503505470732e-06,0.00460347841367626,0.014938325991139681,78.01182654029444,78.01182654029444,7.847124935874465,7.847124935874465,1.0,227,12,1.0,30,30
18,12,0,,7.710655228918051e-06,0.004269348770500729,0.014934426229449512,72.95672822118435,72.95672822118435,7.851543186352867,7.851543186352867,1.0,244,12,1.0,30,30
19,12,0,,8.172457640639396e-06,0.004638626694694552,0.014627118643779718,77.99608432011883,77.99631610133255,7.881747717883643,7.881786348085931,0.9957627118644068,236,12,1.0,30,30
20,12,0,,8.027685923051581e-06,0.0044398351237759925,0.01420661157004541,75.10213548931175,75.10213548931175,7.837901712522248,7.837901712522248,1.0,242,12,1.0,30,30
21,12,0,,8.109055219335467e-06,0.004372209055357481,0.015102362204535579,72.89502095788457,72.89523542180861,7.7992159890148365,7.799233861008506,0.9921259842519685,254,12,1.0,30,30
22,12,0,,7.581395151674776e-06,0.004142325968583577,0.014306201550467914,70.47703043447108,70.47703043447108,7.751017344070914,7.751017344070914,1.0,258,12,1.0,30,30
23,12,0,,7.870160545515378e-06,0.0043234987907424275,0.014052419354841058,74.86013474574176,74.86033789955995,7.850787464375795,7.850804393860642,0.9919354838709677,248,12,1.0,30,30
24,12,0,,8.099615997007976e-06,0.004241839615189327,0.014842307692407092,71.8092502775756,71.8092502775756,7.8411738822176655,7.8411738822176655,1.0,260,12,1.0,30,30
25,12,0,,7.595420863482931e-06,0.004105503435152448,0.013854961832189925,70.84038877042711,70.84038877042711,7.778593988843946,7.778593988843946,1.0,262,12,1.0,30,30
26,12,0,,8.190678180021755e-06,0.004500799575907877,0.01475423728852085,76.7699255466557,76.7699255466557,7.847148382515766,7.847148382515766,1.0,236,12,1.0,30,30
27,12,0,,8.011381951069868e-06,0.004413589430730165,0.014325203252229858,75.58569850169273,75.58569850169273,7.891670323372383,7.891670323372383,1.0,246,12,1.0,30,30
28,12,0,,8.25166650126145e-06,0.00456463208332328,0.015016666666754948,77.4909229927002,77.4909229927002,7.851865504697855,7.851865504697855,1.0,240,12,1.0,30,30
29,12,0,,8.43548408621216e-06,0.004354783870615891,0.014749999999924424,75.35316414101909,75.35316414101909,7.929364582434902,7.929364582434902,1.0,248,12,1.0,30,30
30,12,0,,7.775745062316035e-06,0.004464708936048989,0.014974468084921604,75.63627024085646,75.63627024085646,7.769584931447004,7.769584931447004,1.0,235,12,1.0,30,30
