solver,seed,max_spawn,traffic_density,seed_failed,fail_reason,enforce_ir,platoon_bonus,comm_delay,p_loss,async_frac,drag_reduce_pct,cd_rate_window,drag_force_window,ttc_p5,abs_acc_mean,abs_acc_rms,n_window_samples,clearing_time,merged,n_steps,avg_speed,min_speed,solve_time,total_utility,ir_violation_rate,platoon_len_avg,platoon_len_max,conv_iters,conv_fail_rate,success_rate,n_success,n_trials,config,spawn,density,vph
no_platooning,1,50,1.0,0,,True,0.5,0,0.0,1.0,7.990628444567005,0.92009371555433,164.9069411579281,10.0,0.09931425975357168,0.20211932328985166,357,41.0,50.0,511,19.3730901693997,17.65861303557149,7.17671298277938e-06,7.643481153331245,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,2,50,1.0,1,planner_abort,True,0.5,0,0.0,1.0,0.0,1.0,nan,4.376137087535768,0.3771077540658782,0.9011294145564032,0,7.1000000000000005,0.0,71,18.90999585314667,16.4411278252389,5.387323154267711e-06,7.207177598259018,0.0,nan,nan,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,3,50,1.0,0,,True,0.5,0,0.0,1.0,7.202782806744068,0.9279721719325593,165.72353399841774,10.0,0.11468950959211253,0.2406644988164048,389,43.900000000000006,50.0,543,19.109615383362115,17.16339583063645,7.0182327438372276e-06,7.6422353017807,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,4,50,1.0,0,,True,0.5,0,0.0,1.0,7.529749661466445,0.9247025033853356,164.7864585523503,8.703337340373949,0.1744494858355465,0.48622258459096274,378,43.1,50.0,532,18.895804454080423,16.08288144063765,6.8672918023093415e-06,7.580498068215821,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,5,50,1.0,0,,True,0.5,0,0.0,1.0,8.37155589794979,0.9162844410205021,163.74879325927157,10.0,0.10796994810173206,0.2262439299207784,346,39.6,50.0,498,19.315756282275775,17.914417299301668,8.228314427067956e-06,7.629700826225546,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,6,50,1.0,0,,True,0.5,0,0.0,1.0,7.320013092045463,0.9267998690795454,165.77554858047938,9.900247600979812,0.1097743484211895,0.24833835029020315,359,41.1,50.0,512,19.314619950607888,17.27705201345528,8.690233016750426e-06,7.625973592118965,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,7,50,1.0,0,,True,0.5,0,0.0,1.0,8.033290098857837,0.9196670990114216,164.38160790010838,10.0,0.12683271337400628,0.26359280306604965,375,43.5,50.0,537,19.045729889867623,17.10044711935547,8.417318576818516e-06,7.632936453211398,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,8,50,1.0,0,,True,0.5,0,0.0,1.0,7.163781305459427,0.9283621869454057,165.42523610278548,9.663064950486747,0.1398793679024508,0.2922925943605314,378,43.400000000000006,50.0,535,19.074611077188678,16.770410675162715,8.254764801779083e-06,7.629691685068048,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,9,50,1.0,1,planner_abort,True,0.5,0,0.0,1.0,7.450592272743483,0.9254940772725652,165.73097179236484,8.88828686252306,0.19004801370818508,0.6261722665183505,276,40.300000000000004,33.0,403,18.733542321705123,15.547257121231898,1.0143425292508773e-05,7.564215037069117,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,10,50,1.0,0,,True,0.5,0,0.0,1.0,7.835387630318524,0.9216461236968148,165.06230614264786,10.0,0.12593437780173328,0.2384791317927939,363,40.900000000000006,50.0,510,19.1876520073759,17.682188700487906,8.227451197693453e-06,7.631801997569335,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,11,50,1.0,0,,True,0.5,0,0.0,1.0,6.458997215047302,0.935410027849527,166.56701516330912,8.816199155801858,0.13309148763788553,0.26194989373389793,379,43.400000000000006,50.0,536,18.987777126855594,16.613449982575638,6.763057769345703e-06,7.624603813257469,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,12,50,1.0,0,,True,0.5,0,0.0,1.0,7.169131353016334,0.9283086864698367,165.69471385778883,10.0,0.07795298646149454,0.16882321350601281,361,41.5,50.0,516,19.434271615040025,18.190156327170723,7.896900471198813e-06,7.656892956627333,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,13,50,1.0,0,,True,0.5,0,0.0,1.0,6.730055329564366,0.9326994467043563,166.32147830069573,10.0,0.11703771491965251,0.24775434874755026,376,43.900000000000006,50.0,541,19.13996778527216,17.306104879280706,8.179296613731138e-06,7.601083687131507,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,14,50,1.0,0,,True,0.5,0,0.0,1.0,7.860219211924169,0.9213978078807583,165.34003415359092,10.0,0.09736311489097642,0.18198613231251423,350,39.800000000000004,50.0,500,19.408670883075853,18.047870012116764,8.412597933784127e-06,7.647655907749799,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,15,50,1.0,0,,True,0.5,0,0.0,1.0,7.931340399586828,0.9206865960041317,165.55882123686027,10.0,0.0652157523876158,0.13661513735687167,352,40.800000000000004,50.0,510,19.645048100784084,18.60616818140891,8.5460773084824e-06,7.657130654910922,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,16,50,1.0,0,,True,0.5,0,0.0,1.0,8.14542082563805,0.9185457917436195,164.86272253349998,10.0,0.09416061431748426,0.19017423721233104,350,39.6,50.0,496,19.46632329427831,18.14302740897814,8.708466573866204e-06,7.647231907081117,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
no_platooning,17,50,1.0,0,,True,0.5,0,0.0,1.0,7.559757696759317,0.9244024230324068,164.77252425546874,10.0,0.11968181542731765,0.2627481746892126,378,41.900000000000006,50.0,527,18.908115582220155,16.63631516879969,9.466604920779223e-06,7.63633610934058,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,50,1.0,1700
