solver,seed,max_spawn,seed_failed,fail_reason,enforce_ir,platoon_bonus,comm_delay,p_loss,async_frac,drag_reduce_pct,cd_rate_window,drag_force_window,ttc_p5,abs_acc_mean,abs_acc_rms,n_window_samples,clearing_time,merged,n_steps,avg_speed,min_speed,solve_time,total_utility,ir_violation_rate,platoon_len_avg,platoon_len_max,conv_iters,conv_fail_rate,success_rate,n_success,n_trials,method,spawn
adhoc,1,60,0,,True,0.5,0,0.0,1.0,9.200541580209576,0.9079945841979042,170.57893493837275,6.991875704264167,0.24072405614800008,0.33873939519012647,427,48.0,60.0,582,19.241649734463827,16.822049503993835,8.376975973053513e-06,7.813508747230082,0.0,3.090359094457455,4.131147540983607,nan,nan,0.9666666666666667,29,30,adhoc,60
adhoc,2,60,0,,True,0.5,0,0.0,1.0,10.761053532036547,0.8923894646796345,170.04855264060606,7.941459137560898,0.22876285030915938,0.3339935832209138,414,46.5,60.0,563,19.612892172779265,17.822627155468513,8.383836579576488e-06,7.875118220136156,0.0,5.311996779388084,6.758454106280193,nan,nan,0.9666666666666667,29,30,adhoc,60
adhoc,3,60,0,,True,0.5,0,0.0,1.0,9.65799347952615,0.9034200652047385,168.7150115294652,7.431812654574232,0.21462591071548845,0.3248111494081058,451,50.300000000000004,60.0,604,19.09959125553343,16.900975465071177,8.438245034187806e-06,7.838669843405307,0.0,3.055062823355507,3.7494456762749446,nan,nan,0.9666666666666667,29,30,adhoc,60
adhoc,4,60,0,,True,0.5,0,0.0,1.0,9.026808065440562,0.9097319193455944,178.93456868979055,8.527160763966465,0.276184809644546,0.3761523119217899,443,49.6,60.0,597,19.217880461498936,16.888027427670647,8.167504195167396e-06,7.791004000761262,0.0,4.971783295711061,6.288939051918736,nan,nan,0.9666666666666667,29,30,adhoc,60
adhoc,5,60,0,,True,0.5,0,0.0,1.0,9.851909380483848,0.9014809061951615,168.71080602340146,8.193346704183263,0.23656086069094176,0.3346842243578682,436,48.800000000000004,60.0,587,19.25177855244964,17.083364955890662,8.580749572641545e-06,7.851508422592655,0.0,3.3690749235474002,4.139908256880734,nan,nan,0.9666666666666667,29,30,adhoc,60
adhoc,6,60,0,,True,0.5,0,0.0,1.0,10.034705410459999,0.8996529458954,170.01583480689413,8.235098438556722,0.21433767364716053,0.31953770025236206,431,48.0,60.0,584,19.523129108338285,16.938772545455826,8.275342458409173e-06,7.840341596333969,0.0,3.7014694508894044,4.972157772621809,nan,nan,0.9666666666666667,29,30,adhoc,60
adhoc,7,60,0,,True,0.5,0,0.0,1.0,9.885052660391725,0.9011494733960828,180.37592816430933,8.919538802471454,0.23266779352056363,0.28982786753858025,403,47.1,60.0,565,19.948509339067595,18.62238878474959,8.432212400567446e-06,7.820896290234508,0.0,3.4263854425144746,4.362282878411911,nan,nan,0.9666666666666667,29,30,adhoc,60
adhoc,8,60,0,,True,0.5,0,0.0,1.0,8.972438568257768,0.9102756143174223,170.4048300834915,6.924634369956266,0.21660153178368619,0.3408747973149901,444,50.2,60.0,602,19.332402066753115,16.631221675031203,8.220598010364278e-06,7.782536751154659,0.0,3.517454954954955,4.601351351351352,nan,nan,0.9666666666666667,29,30,adhoc,60
adhoc,9,60,0,,True,0.5,0,0.0,1.0,9.54767881572688,0.9045232118427312,170.23578198072423,8.000355494956834,0.22407349233167684,0.3118480812583427,415,46.6,60.0,567,19.45124938079545,17.446610101533626,8.407760125159276e-06,7.831192700337922,0.0,3.51285140562249,4.43855421686747,nan,nan,0.9666666666666667,29,30,adhoc,60
adhoc,10,60,0,,True,0.5,0,0.0,1.0,9.443199200745534,0.9055680079925447,168.62325549292936,8.18489116657269,0.22168282624122046,0.3201979591908925,439,48.7,60.0,587,19.241334721994395,16.840664191358595,8.27206132725358e-06,7.835350717439237,0.0,3.3986332574031892,4.173120728929385,nan,nan,0.9666666666666667,29,30,adhoc,60
