solver,seed,max_spawn,seed_failed,fail_reason,enforce_ir,platoon_bonus,comm_delay,p_loss,async_frac,drag_reduce_pct,cd_rate_window,drag_force_window,ttc_p5,abs_acc_mean,abs_acc_rms,n_window_samples,clearing_time,merged,n_steps,avg_speed,min_speed,solve_time,total_utility,ir_violation_rate,platoon_len_avg,platoon_len_max,conv_iters,conv_fail_rate,success_rate,n_success,n_trials,config,spawn
no_platooning,1,60,0,,True,0.5,0,0.0,1.0,8.049139939690509,0.9195086006030949,164.71287871015628,10.0,0.09308463626292918,0.1931710002254662,424,47.7,60.0,579,19.4067144746635,17.835112868429768,3.980310840973717e-06,7.645638669349128,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,60
no_platooning,2,60,1,planner_abort,True,0.5,0,0.0,1.0,0.0,1.0,nan,4.376137087535768,0.3771077540658782,0.9011294145564032,0,7.1000000000000005,0.0,71,18.90999585314667,16.4411278252389,3.530985952853422e-06,7.207177598259018,0.0,nan,nan,nan,nan,0.9333333333333333,28,30,C0_no_platoon,60
no_platooning,3,60,0,,True,0.5,0,0.0,1.0,7.491604915334538,0.9250839508466546,165.44001172141955,10.0,0.11432372704532497,0.23226936373435478,445,49.800000000000004,60.0,598,19.255004538205117,17.44672577241916,4.008361210432963e-06,7.643166055528956,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,60
no_platooning,4,60,0,,True,0.5,0,0.0,1.0,7.977029030272487,0.9202297096972751,164.0597264030633,7.2107763424687406,0.1685168421023467,0.46229927982561014,446,49.900000000000006,60.0,601,18.93418521936813,16.100146589240115,3.946755484704195e-06,7.582038370210699,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,60
no_platooning,5,60,0,,True,0.5,0,0.0,1.0,8.163468128612205,0.9183653187138779,164.39283321748,10.0,0.10338368266694843,0.2213661906173701,421,47.0,60.0,572,19.343387509827032,17.817937370468147,4.050874099289262e-06,7.632450366584154,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,60
no_platooning,6,60,0,,True,0.5,0,0.0,1.0,7.553284381935876,0.9244671561806412,165.64398491245512,10.0,0.10972695984828938,0.2412258676498654,436,48.800000000000004,60.0,589,19.317099946785657,17.267070528578607,3.9767402288280994e-06,7.627701986811848,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,60
no_platooning,7,60,0,,True,0.5,0,0.0,1.0,8.706503107940943,0.9129349689205906,163.12256301513037,10.0,0.13016992987500828,0.26411187421714105,435,49.6,60.0,598,19.135632405395377,17.107424949549102,3.962374566707692e-06,7.633646674144215,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,60
no_platooning,8,60,0,,True,0.5,0,0.0,1.0,7.90587953307933,0.9209412046692067,164.1034900208767,10.0,0.1259245032199941,0.2714235686933995,443,49.900000000000006,60.0,600,19.149036835327237,17.09955048752988,3.886999984388239e-06,7.631874411806889,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,60
no_platooning,9,60,1,planner_abort,True,0.5,0,0.0,1.0,7.444994855239395,0.925550051447606,165.73400274045125,8.78341472977,0.19390102079220775,0.5211809843500698,278,40.5,33.0,405,18.815628144011516,15.54224783672634,4.183950659353286e-06,7.567074988228919,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,60
no_platooning,10,60,0,,True,0.5,0,0.0,1.0,7.773283877165593,0.9222671612283441,165.36764746632957,10.0,0.11677913780380635,0.22665715027398511,422,46.800000000000004,60.0,570,19.236873262161627,17.681511805778964,4.0540351109117625e-06,7.635154579902439,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,60
no_platooning,11,60,0,,True,0.5,0,0.0,1.0,7.0177977327165575,0.9298220226728344,165.57673780759507,10.0,0.1370299425291591,0.26196568658691555,443,49.800000000000004,60.0,600,19.012338194980163,16.823071278601457,3.9191665200633e-06,7.627257176825713,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,60
no_platooning,12,60,0,,True,0.5,0,0.0,1.0,7.51021648994703,0.9248978351005297,165.13608488442662,10.0,0.08214130577315526,0.1841424840622218,436,48.900000000000006,60.0,591,19.412229560830355,17.872897555620373,3.840439936068136e-06,7.6557333681600745,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,60
no_platooning,13,60,0,,True,0.5,0,0.0,1.0,7.506995897919822,0.9249300410208018,165.14044325801274,10.0,0.1154578392099762,0.25104331217246584,437,49.900000000000006,60.0,601,19.136478350139072,17.099795136138564,3.861563972518245e-06,7.604661648038386,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,60
no_platooning,14,60,0,,True,0.5,0,0.0,1.0,7.963394178014527,0.9203660582198547,164.98331665294685,10.0,0.08871525523329592,0.17100621186752057,433,48.1,60.0,582,19.43623352460541,18.215977616647972,3.864776606741921e-06,7.650265745004049,0.0,1.0,1.0,nan,nan,0.9333333333333333,28,30,C0_no_platoon,60
