solver,seed,max_spawn,seed_failed,fail_reason,enforce_ir,platoon_bonus,comm_delay,p_loss,async_frac,drag_reduce_pct,cd_rate_window,drag_force_window,ttc_p5,abs_acc_mean,abs_acc_rms,n_window_samples,clearing_time,merged,n_steps,avg_speed,min_speed,solve_time,total_utility,ir_violation_rate,platoon_len_avg,platoon_len_max,conv_iters,conv_fail_rate,success_rate,n_success,n_trials,method,spawn
adhoc,1,90,0,,True,0.5,0,0.0,1.0,9.467131142651663,0.9053286885734834,172.59176595006414,7.072478011214737,0.24517496197865415,0.33530025441676037,630,68.2,90.0,784,19.43060969161421,17.005947687809883,8.825255085124513e-06,7.806897771888949,0.0,3.2112433862433867,4.311111111111111,nan,nan,0.9666666666666667,29,30,adhoc,90
adhoc,2,90,0,,True,0.5,0,0.0,1.0,10.58502504354083,0.8941497495645917,170.63896319562247,7.832773055531852,0.22460834714546238,0.3282198332471446,627,67.5,90.0,776,19.577721660078936,17.672161710479124,8.800386580070463e-06,7.865216143759587,0.0,4.6039340776182875,5.682615629984051,nan,nan,0.9666666666666667,29,30,adhoc,90
adhoc,3,90,0,,True,0.5,0,0.0,1.0,10.049612768029426,0.8995038723197057,170.6484078351827,7.486658087011673,0.22482897166456384,0.3254535999062972,662,71.60000000000001,90.0,816,19.303269526217026,17.158569937665455,8.566666650164966e-06,7.8352945870631086,0.0,4.145015105740181,4.948640483383686,nan,nan,0.9666666666666667,29,30,adhoc,90
adhoc,4,90,0,,True,0.5,0,0.0,1.0,9.2999140906179,0.907000859093821,176.5646132251217,8.730499068225116,0.2709944343044394,0.37528640481972764,646,70.2,90.0,798,19.051105937328348,16.36139717200058,8.752255627841987e-06,7.803464686106641,0.0,4.592621259029928,5.8730650154798765,nan,nan,0.9666666666666667,29,30,adhoc,90
adhoc,5,90,0,,True,0.5,0,0.0,1.0,9.829733299450993,0.9017026670054901,171.6787296646809,8.191846261190257,0.23541302603263242,0.335041447563843,641,69.5,90.0,792,19.29867384505527,17.006127015950703,8.741414154713431e-06,7.838333248174785,0.0,3.568122724908996,4.56786271450858,nan,nan,0.9666666666666667,29,30,adhoc,90
adhoc,6,90,0,,True,0.5,0,0.0,1.0,10.310138044423478,0.8968986195557652,169.01695393036215,8.124272356035473,0.20601854584143403,0.30908655026841625,621,67.9,90.0,774,19.573049803405254,17.27635281833122,8.811111130961639e-06,7.846420869735197,0.0,3.8376274825550194,5.024154589371981,nan,nan,0.9666666666666667,29,30,adhoc,90
adhoc,7,90,0,,True,0.5,0,0.0,1.0,10.668005155204085,0.8933199484479591,175.0478212828395,8.817018345135638,0.21687850229795225,0.27861238362662083,606,67.3,90.0,767,19.80002578696616,18.34723905070569,8.770013045638131e-06,7.838782448337807,0.0,3.6703795379537953,4.564356435643564,nan,nan,0.9666666666666667,29,30,adhoc,90
adhoc,8,90,0,,True,0.5,0,0.0,1.0,9.32875586245705,0.9067124413754295,170.64029628369752,7.358040486844003,0.22664998107370493,0.3361597253651395,636,69.60000000000001,90.0,793,19.315654502069226,16.3935961145502,8.854981064713136e-06,7.81556924247697,0.0,3.4764150943396226,4.644654088050315,nan,nan,0.9666666666666667,29,30,adhoc,90
adhoc,9,90,0,,True,0.5,0,0.0,1.0,9.797509213852319,0.9020249078614768,169.6640485980607,7.9321341319429814,0.2101866430593981,0.2986027842546952,627,67.9,90.0,779,19.472312209189955,17.536204812671354,8.844544279125842e-06,7.8183796018841045,0.0,3.3720095693779903,4.355661881977672,nan,nan,0.9666666666666667,29,30,adhoc,90
adhoc,10,90,0,,True,0.5,0,0.0,1.0,9.305120229464425,0.9069487977053557,170.08085412794293,8.514454717014885,0.2271197021517819,0.32412575529039717,668,71.3,90.0,817,19.12993670206295,16.667518592270646,8.560465124625307e-06,7.817157377480387,0.0,3.7402694610778444,4.516467065868263,nan,nan,0.9666666666666667,29,30,adhoc,90
