solver,seed,max_spawn,seed_failed,fail_reason,enforce_ir,platoon_bonus,comm_delay,p_loss,async_frac,drag_reduce_pct,cd_rate_window,drag_force_window,ttc_p5,abs_acc_mean,abs_acc_rms,n_window_samples,clearing_time,merged,n_steps,avg_speed,min_speed,solve_time,total_utility,ir_violation_rate,platoon_len_avg,platoon_len_max,conv_iters,conv_fail_rate,success_rate,n_success,n_trials,config,spawn
no_platooning,1,20,0,,True,0.5,0,0.0,1.0,6.8227749221071115,0.9317722507789289,168.59592448232874,10.0,0.07409708839630162,0.13689709834685332,146,19.900000000000002,20.0,300,19.629771694587866,18.682552069053457,3.4980000236828347e-06,7.649023846611687,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,2,20,1,planner_abort,True,0.5,0,0.0,1.0,0.0,1.0,nan,4.376137087535768,0.3771077540658782,0.9011294145564032,0,7.1000000000000005,0.0,71,18.90999585314667,16.4411278252389,3.514084466946193e-06,7.207177598259018,0.0,nan,nan,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,3,20,0,,True,0.5,0,0.0,1.0,5.739758679836038,0.9426024132016396,169.01903689034208,10.0,0.08100383480184074,0.16820093389539503,164,21.6,20.0,317,19.508099891608488,18.592744297229093,3.318927497634215e-06,7.657678672012081,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,4,20,0,,True,0.5,0,0.0,1.0,6.187677152959726,0.9381232284704027,166.4853772471752,9.425859106488245,0.209770524197162,0.3976487542166709,181,22.5,20.0,336,18.33663372275421,15.148844476078965,3.1550594842753654e-06,7.590910094722372,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,5,20,0,,True,0.5,0,0.0,1.0,6.821184567693706,0.931788154323063,166.79278672000225,10.0,0.1346025307713682,0.27064040838724157,153,20.3,20.0,305,19.278446718294813,17.88703349514149,3.258032856898413e-06,7.617956047409772,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,6,20,0,,True,0.5,0,0.0,1.0,7.194677159644625,0.9280532284035538,166.86669184774598,8.744603926742656,0.11184647256515884,0.2688634549032454,150,20.200000000000003,20.0,303,19.44223872641412,17.67977727694579,3.253135303029231e-06,7.622325944653225,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,7,20,0,,True,0.5,0,0.0,1.0,8.27682679777194,0.9172317320222806,164.87383997919582,10.0,0.0646461335102412,0.13437450295502254,147,20.8,20.0,309,19.600084023195304,18.74787512236935,3.2478964470875444e-06,7.653042832533472,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,8,20,0,,True,0.5,0,0.0,1.0,6.6405168830984795,0.9335948311690152,167.23744673805592,10.0,0.07536357550263166,0.15261831188860767,155,21.0,20.0,312,19.55760719562363,18.638736877384137,3.2791666189251164e-06,7.657821176231119,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,9,20,0,,True,0.5,0,0.0,1.0,7.823445584547962,0.9217655441545204,165.8554821816231,10.0,0.12075300539515592,0.24570834671668207,153,20.3,20.0,305,19.21463610034207,17.12617321122978,3.322295056843031e-06,7.640267765484022,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,10,20,0,,True,0.5,0,0.0,1.0,7.668167659911395,0.923318323400886,166.18006011244148,9.392783983376809,0.15400166409777932,0.2922947802144188,158,20.400000000000002,20.0,305,19.10819182958331,17.298311031335615,3.2865573481759667e-06,7.622806187947858,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,11,20,0,,True,0.5,0,0.0,1.0,6.367821151518505,0.936321788484815,167.30872195458937,10.0,0.10125097792366447,0.19530734200756725,156,21.1,20.0,312,19.36654110815665,18.291152953915176,3.2173076807595908e-06,7.649952054001097,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,12,20,0,,True,0.5,0,0.0,1.0,7.030568510726809,0.9296943148927319,165.97327073925106,10.0,0.08186662074450428,0.16959762959368474,160,21.400000000000002,20.0,316,19.43133564012184,18.34731073216631,3.2509493520811254e-06,7.656466767445944,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,13,20,0,,True,0.5,0,0.0,1.0,6.727003924054198,0.932729960759458,165.40590248959327,8.091363107293612,0.1523798659638823,0.297181702619906,158,22.1,20.0,323,18.93820727854409,17.060174467840756,3.242414906381661e-06,7.569813619323391,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,14,20,0,,True,0.5,0,0.0,1.0,6.351759030836823,0.9364824096916318,167.7882207455192,10.0,0.0896284299908377,0.1592976542499983,156,20.3,20.0,305,19.45061504338182,18.45501799221819,3.3209836370498706e-06,7.656967995123565,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,15,20,0,,True,0.5,0,0.0,1.0,9.296043639274798,0.907039563607252,163.64439087577935,10.0,0.07066469534735695,0.14388838217659766,146,20.200000000000003,20.0,303,19.738457551860304,18.76706631887885,3.2854785314928617e-06,7.657037133021507,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,16,20,0,,True,0.5,0,0.0,1.0,7.796593763306414,0.9220340623669359,165.649950090303,10.0,0.09502153792902769,0.16866665320986135,148,19.3,20.0,294,19.503211105245278,18.43444543823704,3.3231291949743448e-06,7.649254250860985,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,17,20,0,,True,0.5,0,0.0,1.0,7.393695457214466,0.9260630454278553,166.11448172527002,10.0,0.0631128835807543,0.13073479424692594,145,19.3,20.0,295,19.620215462180337,19.063031286410382,3.365762677276507e-06,7.663735732785895,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,18,20,0,,True,0.5,0,0.0,1.0,7.698884538336981,0.9230111546166302,165.7875415607781,10.0,0.08326740776273835,0.18430551679592977,149,19.3,20.0,295,19.504876119951646,17.97136848632475,3.3094916049730412e-06,7.649249908444053,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,19,20,0,,True,0.5,0,0.0,1.0,7.4046658718789455,0.9259533412812105,164.8401583042155,10.0,0.10563830040641393,0.21917778546801717,154,20.1,20.0,303,19.365374002968245,18.322819625361127,3.292079235816285e-06,7.636597425882293,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,20,20,0,,True,0.5,0,0.0,1.0,7.483790528070289,0.9251620947192971,167.13104690137035,10.0,0.07904959207785914,0.15646891141089583,137,18.6,20.0,288,19.74904629609478,18.887518587687033,3.3274305148249064e-06,7.64830597212827,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,21,20,0,,True,0.5,0,0.0,1.0,6.063957290054622,0.9393604270994538,169.293066528865,10.0,0.10227434941269978,0.23976019887607197,156,20.200000000000003,20.0,304,19.472186048872388,18.053141230967498,3.3055920850624955e-06,7.626165143118608,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,22,20,0,,True,0.5,0,0.0,1.0,7.19997349216629,0.9280002650783371,167.47328709689015,9.649836610585469,0.12768039695282962,0.26553415170131445,151,19.900000000000002,20.0,300,19.527251606897988,17.814935621948827,3.2636666158699277e-06,7.61556333843154,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,23,20,0,,True,0.5,0,0.0,1.0,7.068546237476303,0.929314537625237,166.83142766844588,10.0,0.06270171085198625,0.13517675424482123,142,19.400000000000002,20.0,295,19.6016239372691,18.621518548307268,3.290169454777566e-06,7.656835490638901,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,24,20,0,,True,0.5,0,0.0,1.0,6.614218728943689,0.9338578127105631,167.0714592274307,10.0,0.14461559490593573,0.33412678333369544,160,21.1,20.0,312,19.28929594415292,17.855536284929435,3.3102563310631713e-06,7.618725436641939,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,25,20,0,,True,0.5,0,0.0,1.0,6.591377062805915,0.9340862293719409,166.9503710387347,10.0,0.10864532211644697,0.2480321807300555,166,22.200000000000003,20.0,323,19.268306250285473,17.47345506768982,3.19999991420544e-06,7.644398175953784,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,26,20,0,,True,0.5,0,0.0,1.0,7.677267044946811,0.9232273295505319,166.1335333091081,10.0,0.1340477891890669,0.2584263609194716,151,19.8,20.0,300,19.247087221193425,17.10147783046561,3.2763333001639694e-06,7.6378559844821785,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,27,20,0,,True,0.5,0,0.0,1.0,5.810781211728,0.94189218788272,168.60081342419207,10.0,0.05935248595564071,0.1337652600954526,157,20.700000000000003,20.0,309,19.594503433151207,18.690054141856326,3.2770226234464657e-06,7.657857998799513,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,28,20,0,,True,0.5,0,0.0,1.0,7.171375921736301,0.928286240782637,165.82823337731276,10.0,0.10166303847230126,0.18553799877625654,142,19.900000000000002,20.0,301,19.391609293912015,18.289805362223994,3.2950165012249557e-06,7.63677738371861,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,29,20,0,,True,0.5,0,0.0,1.0,6.386214157755477,0.9361378584224452,167.61005649496425,10.0,0.10784056175370227,0.2080064678059658,163,21.700000000000003,20.0,319,19.355667049387304,17.89762577738981,3.23510970114723e-06,7.648321495643797,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
no_platooning,30,20,0,,True,0.5,0,0.0,1.0,7.4419988997808435,0.9255800110021916,165.51255870331508,10.0,0.09090187952919865,0.19110397462535378,154,20.1,20.0,302,19.43476159038798,18.008416204964846,3.321854241438278e-06,7.6490519166056234,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,20
idm_mobil,1,20,0,,True,0.5,0,0.0,1.0,1.9345949585355515,0.9806540504146445,128.30568416271353,6.318115302362443,0.4357560887286542,0.6275661865902737,300,33.6,20.0,494,11.248372659614605,8.205187937024641,0.0,0.0,0.0,nan,nan,nan,nan,1.0,30,30,C1_idm_mobil,20
