solver,seed,max_spawn,traffic_density,seed_failed,fail_reason,enforce_ir,platoon_bonus,comm_delay,p_loss,async_frac,drag_reduce_pct,cd_rate_window,drag_force_window,ttc_p5,abs_acc_mean,abs_acc_rms,n_window_samples,clearing_time,merged,n_steps,avg_speed,min_speed,solve_time,total_utility,ir_violation_rate,platoon_len_avg,platoon_len_max,conv_iters,conv_fail_rate,success_rate,n_success,n_trials,config,spawn,density,vph
no_platooning,1,50,0.9,0,,True,0.5,0,0.0,1.0,7.051837523824222,0.9294816247617578,166.38715185021323,10.0,0.08793883918535475,0.18132745043792647,379,43.2,50.0,534,19.442514879190412,18.181545996698286,6.831835777488317e-06,7.6519280936886975,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.9,1600
no_platooning,2,50,0.9,1,planner_abort,True,0.5,0,0.0,1.0,0.0,1.0,nan,4.256230951045868,0.3785170887102916,0.921094104213409,0,7.1000000000000005,0.0,71,18.90090163682736,16.4411278252389,4.792954070939565e-06,7.189215775703198,0.0,nan,nan,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.9,1600
no_platooning,3,50,0.9,0,,True,0.5,0,0.0,1.0,6.453078466318807,0.9354692153368119,167.23356150826046,10.0,0.09411656672621145,0.190085821358769,416,46.800000000000004,50.0,569,19.369960237044953,18.107027645833835,6.7567668637499765e-06,7.6511676640193285,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.9,1600
no_platooning,4,50,0.9,0,,True,0.5,0,0.0,1.0,6.590708860053707,0.9340929113994629,167.1335681067121,10.0,0.11745946262278056,0.21867335244903763,394,44.7,50.0,549,19.306517286429717,17.508526185397304,6.666665477763e-06,7.637100121898327,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.9,1600
no_platooning,5,50,0.9,0,,True,0.5,0,0.0,1.0,5.694077082618221,0.9430592291738178,168.10025991077043,10.0,0.1497542724584717,0.2816444959171212,441,49.0,50.0,592,18.970053971190758,16.942128729861004,5.45709377006829e-06,7.608039328980395,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.9,1600
no_platooning,6,50,0.9,0,,True,0.5,0,0.0,1.0,7.47354907120612,0.9252645092879388,164.5485527916022,8.401924693985782,0.14817574347885237,0.30575098573158704,383,43.5,50.0,536,19.07558809530683,16.610934132084008,6.236566544281069e-06,7.598976033779341,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.9,1600
no_platooning,7,50,0.9,0,,True,0.5,0,0.0,1.0,7.631836972846584,0.9236816302715342,165.0881505139044,10.0,0.09845817264716929,0.21017380758830148,389,45.0,50.0,551,19.35572808762191,18.007636204257714,6.306534375278735e-06,7.648006911713571,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.9,1600
no_platooning,8,50,0.9,0,,True,0.5,0,0.0,1.0,6.860040233019937,0.9313995976698006,166.217413593755,10.0,0.07904872193307465,0.16493070791180142,390,44.6,50.0,547,19.455292225736667,18.358946455890646,6.056856044774136e-06,7.652851977061833,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.9,1600
no_platooning,9,50,0.9,0,,True,0.5,0,0.0,1.0,6.454965958664005,0.93545034041336,166.75615043107956,9.411639496450686,0.13490352658479737,0.2756555922620422,403,45.400000000000006,50.0,556,19.023604680867784,16.686426851286132,6.578956783427556e-06,7.620878358661503,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.9,1600
no_platooning,10,50,0.9,0,,True,0.5,0,0.0,1.0,6.0185843183703795,0.9398141568162962,168.224048061759,10.0,0.09285800942954951,0.17401501069615236,397,44.300000000000004,50.0,544,19.36033401467414,18.018734043923114,5.688418455332901e-06,7.653134639671688,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.9,1600
