seed,max_spawn,seed_failed,fail_reason,solve_time_auc,solve_time_total,solve_time_pulp,total_util_auc,total_util_pulp,percav_util_auc,percav_util_pulp,correct_rate,n_solves,spawn,success_rate,n_success,n_trials
1,90,0,,1.3578553110702824e-05,0.017578486821358364,0.02572997416021725,181.88754221407558,181.88761852343725,7.824506110150792,7.824508865267414,0.9870801033591732,774,90,1.0,30,30
2,90,0,,1.354909326969839e-05,0.017641673575130856,0.025804404145080433,182.24594183818996,182.24594494129488,7.8386284353934,7.838628629337458,0.9987046632124352,772,90,1.0,30,30
3,90,0,,1.3225972264627675e-05,0.017172979674226232,0.02496235884556683,177.27102762758545,177.27107445315013,7.823144864255391,7.823146598535563,0.9974905897114178,797,90,1.0,30,30
4,90,0,,1.3784517338032584e-05,0.01782489987339533,0.026340101523038093,181.81654545928745,181.8166702913799,7.838909114372309,7.838917509504219,0.9911167512690355,788,90,1.0,30,30
5,90,0,,1.388696181481775e-05,0.01750821151901066,0.02581645569639189,180.2355469338517,180.23557165780446,7.8604745498533575,7.860475347400221,0.9987341772151899,790,90,1.0,30,30
6,90,0,,1.2915644498783233e-05,0.0169082802253541,0.025121401752481787,177.44078307978904,177.4409095351384,7.817636167109491,7.817643553347889,0.9962453066332916,799,90,1.0,30,30
7,90,0,,1.3241836722026703e-05,0.017458153954456584,0.025605867346972185,177.7720353198794,177.7720405392831,7.827494061872376,7.827494230240237,0.9987244897959183,784,90,1.0,30,30
8,90,0,,1.3241320323315164e-05,0.01678405476751547,0.025129584351825343,174.290342347488,174.290458555504,7.800073581717959,7.8000782300386,0.9975550122249389,818,90,1.0,30,30
9,90,0,,1.3906297186549087e-05,0.017438370654710905,0.025518891687697165,179.83700803975515,179.83731359497406,7.816693951882018,7.816716233744418,0.9848866498740554,794,90,1.0,30,30
10,90,0,,1.3646753160917962e-05,0.017627078051888234,0.025788311688089594,182.70357856179558,182.70377302314782,7.860719493022581,7.860725957184291,0.9896103896103896,770,90,1.0,30,30
11,90,0,,1.3199379342947867e-05,0.017154706327685024,0.025405707196010423,175.86723276065382,175.86724750967775,7.797575113099641,7.797575621686674,0.9987593052109182,806,90,1.0,30,30
12,90,0,,1.3245384802874655e-05,0.017506255641022178,0.025444871795013733,181.35391368103015,181.35391368103015,7.852042736215018,7.852042736215018,1.0,780,90,1.0,30,30
13,90,0,,1.358171206903215e-05,0.01772512062255688,0.026073929960961,181.32657785980476,181.32657785980476,7.80491977326172,7.80491977326172,1.0,771,90,1.0,30,30
14,90,0,,1.2812421531819621e-05,0.017271263488318447,0.02552070263511378,177.72434711689885,177.72451847276662,7.826788099423625,7.826794219276045,0.9962358845671268,797,90,1.0,30,30
15,90,0,,1.3261266189768816e-05,0.017477609873108296,0.025788607595019084,179.6987292877383,179.6987292877383,7.838446392806648,7.838446392806648,1.0,790,90,1.0,30,30
16,90,0,,1.3272021184621109e-05,0.017831575777426896,0.026238341969092572,182.1537467305459,182.15377269820425,7.858813146715203,7.858814445098122,0.9987046632124352,772,90,1.0,30,30
17,90,0,,1.3664247573932048e-05,0.01813990250657946,0.026733509234957046,184.81713845878087,184.81713845878087,7.8666241646551285,7.8666241646551285,1.0,758,90,1.0,30,30
18,90,0,,1.2723566167215652e-05,0.017002063715954408,0.02486408977564137,177.59657993305225,177.59657993305225,7.844984195154105,7.844984195154105,1.0,802,90,1.0,30,30
19,90,0,,1.3408524075489842e-05,0.017477863740457966,0.025511450381822464,180.8520463672336,180.85211596057516,7.838508130957546,7.838519729847801,0.9987277353689568,786,90,1.0,30,30
20,90,0,,1.2966708167359706e-05,0.017567924937591718,0.025857855361357082,178.89924327232958,178.89924327232958,7.810907373488513,7.810907373488513,0.9975062344139651,802,90,1.0,30,30
21,90,0,,1.3196188043075196e-05,0.0175003902159202,0.02552858958057565,180.04161323880885,180.04170437444623,7.841627450913166,7.841632960208295,0.9961880559085133,787,90,1.0,30,30
22,90,0,,1.3456162631220576e-05,0.017626369250491568,0.025585768741945732,180.36440814436065,180.36440814436065,7.818906072535318,7.818906072535318,0.9987293519695044,787,90,1.0,30,30
23,90,0,,1.3529895467430782e-05,0.018081418537901343,0.026775456919300177,184.7992006117556,184.79934429969464,7.88535698387356,7.885363195271132,0.9934725848563969,766,90,1.0,30,30
24,90,0,,1.3809078901479217e-05,0.01826966315813096,0.02660263157893879,185.99370560220746,185.9942079199526,7.85944020491262,7.859468819699451,0.9828947368421053,760,90,1.0,30,30
25,90,0,,1.298021979292261e-05,0.016690993650740477,0.025073260073513088,173.39918903308458,173.39918903308458,7.835772991709736,7.835772991709736,1.0,819,90,1.0,30,30
26,90,0,,1.2730719919069874e-05,0.017366160796718808,0.025264781491006014,179.43924766293168,179.43933539894266,7.823652911672807,7.823656045101771,0.9961439588688946,778,90,1.0,30,30
27,90,0,,1.3321052817687564e-05,0.017654644544308096,0.025817715019210024,181.7113780591524,181.7114337504631,7.839853431997465,7.839855347821361,0.9961489088575096,779,90,1.0,30,30
28,90,0,,1.4020365414540369e-05,0.018064064882554638,0.0264765013056575,183.3957829775145,183.395903064543,7.843357163568351,7.843361218146947,0.9856396866840731,766,90,1.0,30,30
29,90,0,,1.2542962095491597e-05,0.01660489742981123,0.02477356181090633,174.61978052763948,174.61978052763948,7.8459575264713814,7.8459575264713814,1.0,817,90,1.0,30,30
30,90,0,,1.3610062869587832e-05,0.01729273031439717,0.02548930817636963,178.79200874664417,178.79208713641623,7.84440111322155,7.844403939704078,0.9962264150943396,795,90,1.0,30,30
