solver,seed,max_spawn,seed_failed,fail_reason,enforce_ir,platoon_bonus,comm_delay,p_loss,async_frac,drag_reduce_pct,cd_rate_window,drag_force_window,ttc_p5,abs_acc_mean,abs_acc_rms,n_window_samples,clearing_time,merged,n_steps,avg_speed,min_speed,solve_time,total_utility,ir_violation_rate,platoon_len_avg,platoon_len_max,conv_iters,conv_fail_rate,success_rate,n_success,n_trials,config,spawn
no_platooning,1,8,0,,True,0.5,0,0.0,1.0,5.062988819052294,0.9493701118094771,172.8164292588567,10.0,0.05640264103150029,0.10732071626406985,75,12.8,8.0,230,19.78796463214888,18.93769659163096,2.755652143526316e-06,7.666208097922634,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
no_platooning,2,8,0,,True,0.5,0,0.0,1.0,5.08208040289767,0.9491791959710233,171.5982803612161,10.0,0.0836786660014362,0.24746985378674521,70,11.8,8.0,219,19.713329138331634,19.230977144240985,2.837442858003773e-06,7.652928020100282,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
no_platooning,3,8,0,,True,0.5,0,0.0,1.0,5.082534533218642,0.9491746546678136,171.44826453661616,10.0,0.07650371000310942,0.14976283340322027,74,12.600000000000001,8.0,227,19.58281303664711,18.879248431120384,2.861233487225749e-06,7.662606728847411,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
no_platooning,4,8,0,,True,0.5,0,0.0,1.0,6.237092258228816,0.9376290774177118,171.77136394802665,10.0,0.12573149057442554,0.25810969091144953,67,12.0,8.0,222,19.741231366761,18.065187406230475,2.86306306054587e-06,7.646811328061936,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
no_platooning,5,8,0,,True,0.5,0,0.0,1.0,6.883805183696612,0.9311619481630339,167.64035998610635,10.0,0.08712211088897057,0.22112018799998107,75,12.5,8.0,227,19.54492988359752,18.523305283590094,2.8427313199873996e-06,7.637060608579178,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
no_platooning,6,8,0,,True,0.5,0,0.0,1.0,4.605736257400494,0.953942637425995,173.3764874786138,9.999257198811977,0.08355017512976046,0.23510643390566652,72,12.4,8.0,226,19.785265488172037,18.577989415783087,2.7588495739480165e-06,7.657815345005695,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
no_platooning,7,8,0,,True,0.5,0,0.0,1.0,6.1670633187142165,0.9383293668128578,170.08681514720638,10.0,0.0435444926959836,0.10969034949030552,69,13.100000000000001,8.0,230,19.784167903060087,19.24691969953685,2.8378260812251424e-06,7.6557416497476245,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
no_platooning,8,8,0,,True,0.5,0,0.0,1.0,6.537326658988896,0.934626733410111,168.65125833211772,10.0,0.0701878864827039,0.15047380543459118,73,12.9,8.0,230,19.674238966292044,18.671296278549434,2.8895651706514635e-06,7.662209397191269,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
no_platooning,9,8,0,,True,0.5,0,0.0,1.0,6.876202906341911,0.9312379709365809,169.86354282242957,10.0,0.04967372437877615,0.11124311103799157,67,11.8,8.0,219,19.854474478418787,19.24182336546289,2.9118721584415223e-06,7.6681309300717935,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
no_platooning,10,8,0,,True,0.5,0,0.0,1.0,6.773552510942748,0.9322644748905725,169.77593019509436,10.0,0.0681110304151841,0.18408706919010004,76,12.200000000000001,8.0,224,19.675079669596048,18.531317150400263,2.791517894300861e-06,7.663397723811609,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
no_platooning,11,8,0,,True,0.5,0,0.0,1.0,5.150051207087336,0.9484994879291266,170.23235210355682,10.0,0.07525331175255355,0.15046993684965712,70,12.5,8.0,227,19.626583561818254,19.284149851985276,2.7951541536750213e-06,7.65998500641018,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
no_platooning,12,8,0,,True,0.5,0,0.0,1.0,4.407274833308062,0.9559272516669194,171.17843058507134,10.0,0.05347924474455377,0.12714893929498378,79,13.3,8.0,235,19.59597881720254,19.039584620986595,2.8051063170696193e-06,7.6699118705397344,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
no_platooning,13,8,0,,True,0.5,0,0.0,1.0,5.402923423840889,0.9459707657615911,166.95115670390027,4.633546729590603,0.25200386749679826,0.42820485738433156,78,13.600000000000001,8.0,243,18.07459432945383,15.645730555871538,2.7909464573026767e-06,7.516011125054307,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
no_platooning,14,8,0,,True,0.5,0,0.0,1.0,3.9022483611806935,0.9609775163881931,173.1585840744687,10.0,0.05861967326361958,0.11840817531927224,80,12.700000000000001,8.0,229,19.68630430856847,19.008019568400538,2.785152845594556e-06,7.666766792760588,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
no_platooning,15,8,0,,True,0.5,0,0.0,1.0,7.278247094312052,0.9272175290568795,168.6245149082091,10.0,0.0688359145379156,0.1498300427406154,73,12.9,8.0,230,19.95586504761582,19.207473108430513,2.786086936438274e-06,7.6617717803687935,0.0,1.0,1.0,nan,nan,1.0,30,30,C0_no_platoon,8
