seed,max_spawn,seed_failed,fail_reason,solve_time_auc,solve_time_total,solve_time_pulp,total_util_auc,total_util_pulp,percav_util_auc,percav_util_pulp,correct_rate,n_solves,spawn,success_rate,n_success,n_trials
1,60,0,,1.2763557631509549e-05,0.015078097582064466,0.023255613126224213,162.91044068000838,162.91053246162306,7.800772617705108,7.8007759526958464,0.9879101899827288,579,60,1.0,30,30
2,60,0,,1.2096006735696897e-05,0.01515833489540657,0.023855902777616695,163.37812952573086,163.3781336847534,7.829259616534707,7.8292598764736185,0.9982638888888888,576,60,1.0,30,30
3,60,0,,1.2173728920692989e-05,0.014775822203265013,0.023174576271030364,160.48509915626704,160.48516241046195,7.838412490670704,7.838414833418663,0.9966101694915255,590,60,1.0,30,30
4,60,0,,1.2262374217961495e-05,0.015046775752137708,0.02355351170572066,159.95423379649108,159.95435803181897,7.814717680848646,7.814725993033151,0.9916387959866221,598,60,1.0,30,30
5,60,0,,1.2940173847195894e-05,0.015411775304085535,0.023791304347965784,166.03348480632417,166.03348480632417,7.865184486942692,7.865184486942692,1.0,575,60,1.0,30,30
6,60,0,,1.1786767267941854e-05,0.014487542043577713,0.02326130653252116,157.60753654680227,157.60770291307784,7.81097858532157,7.810988371573073,0.9966499162479062,597,60,1.0,30,30
7,60,0,,1.2263028162431537e-05,0.015393963556382747,0.023980633802815468,162.32165097250916,162.3216581767565,7.827111221099655,7.827111453494731,0.9982394366197183,568,60,1.0,30,30
8,60,0,,1.242086741232153e-05,0.014541364941732002,0.023001669449237087,157.99836065168117,157.99851934643422,7.8007771872648775,7.8007835350549986,0.996661101836394,599,60,1.0,30,30
9,60,0,,1.2670769520366611e-05,0.015124436752257758,0.023553846153837595,161.09796213528523,161.09835033419537,7.804471206480482,7.804500534372156,0.9811965811965812,585,60,1.0,30,30
10,60,0,,1.235218854635732e-05,0.015461095096650468,0.023998248686479002,163.60688599348,163.60720426954126,7.833827789556645,7.833838696046157,0.9859894921190894,571,60,1.0,30,30
11,60,0,,1.1539279518316693e-05,0.014423385761231802,0.022991816693912724,155.44600528972293,155.44602474588214,7.793238261002823,7.793238931904864,0.9983633387888707,611,60,1.0,30,30
12,60,0,,1.1826632219355528e-05,0.015042783676627047,0.023706185566945502,161.94393131688543,161.94393131688543,7.857632840938959,7.857632840938959,1.0,582,60,1.0,30,30
13,60,0,,1.2029137824670059e-05,0.015228140172784434,0.023677586206859218,162.29610816351064,162.29610816351064,7.807879949210453,7.807879949210453,1.0,580,60,1.0,30,30
14,60,0,,1.2006817793211464e-05,0.015511497202919758,0.023681818182101688,165.37885491931326,165.37909367914997,7.817582288306415,7.817590815443443,0.9947552447552448,572,60,1.0,30,30
15,60,0,,1.21989877610648e-05,0.014794082462351414,0.023376053962840825,160.8241964620016,160.8242666332127,7.860064429642377,7.860068122864013,0.9983136593591906,593,60,1.0,30,30
16,60,0,,1.2464757244540831e-05,0.015329285763755252,0.023899305555712798,163.474817092363,163.47485189623845,7.864539094940761,7.86454083513453,0.9982638888888888,576,60,1.0,30,30
17,60,0,,1.3150089301255553e-05,0.015770191770870187,0.024706618962565784,167.623528051657,167.623528051657,7.885519030192549,7.885519030192549,1.0,559,60,1.0,30,30
18,60,0,,1.1896020960414002e-05,0.015043311938029153,0.023136678200703923,162.59055947709956,162.59055947709956,7.855888396631825,7.855888396631825,1.0,578,60,1.0,30,30
19,60,0,,1.2197762110796332e-05,0.015106896557735974,0.02353356282253591,162.07896783285423,162.0790619815056,7.840510957104249,7.840526648546144,0.9982788296041308,581,60,1.0,30,30
20,60,0,,1.2105952498509365e-05,0.015323383333180281,0.023767006802755737,163.22808307478067,163.22808307478067,7.804867113286404,7.804867113286404,0.9965986394557823,588,60,1.0,30,30
21,60,0,,1.221749553972884e-05,0.015037298628064567,0.023737564322132917,162.69916145178206,162.69937385321725,7.829668717378665,7.829680921753732,0.9914236706689536,583,60,1.0,30,30
22,60,0,,1.2362606988782079e-05,0.015029925385880041,0.02342195540293572,162.75042556675325,162.75042556675325,7.8088999238723655,7.8088999238723655,0.9982847341337907,583,60,1.0,30,30
23,60,0,,1.2858087404469109e-05,0.015489998260113087,0.023954782608678848,164.02400599677523,164.02419741409926,7.878276007144486,7.8782842818062955,0.991304347826087,575,60,1.0,30,30
24,60,0,,1.2561698431880302e-05,0.01526343414195885,0.02449566724430124,162.68578998729325,162.68592965718958,7.855249144658527,7.8552549948382095,0.9896013864818024,577,60,1.0,30,30
25,60,0,,1.1651948259352682e-05,0.014206244805330705,0.022652597402688494,154.00350476742068,154.00350476742068,7.8182571724087095,7.8182571724087095,1.0,616,60,1.0,30,30
26,60,0,,1.2304795400171704e-05,0.015598978685798433,0.02367495559491953,165.47082930375888,165.47082930375888,7.804866730240373,7.804866730240373,1.0,563,60,1.0,30,30
27,60,0,,1.2672600161851453e-05,0.015464136649095243,0.023671902268885246,163.83536470228304,163.83536470228304,7.849760302983301,7.849760302983301,1.0,573,60,1.0,30,30
28,60,0,,1.3476840109201533e-05,0.015821252424047118,0.02414003590634866,167.5564348767119,167.55650946753977,7.845009145062193,7.845011733282251,0.9946140035906643,557,60,1.0,30,30
29,60,0,,1.2163775622588107e-05,0.014607367686992456,0.02320068027184869,161.40312844130744,161.40312844130744,7.868653837858451,7.868653837858451,1.0,588,60,1.0,30,30
30,60,0,,1.2744845168567439e-05,0.014930954123774176,0.023890034364127552,160.7745365635528,160.7745365635528,7.829697903359384,7.829697903359384,1.0,582,60,1.0,30,30
