solver,seed,max_spawn,seed_failed,fail_reason,enforce_ir,platoon_bonus,comm_delay,p_loss,async_frac,drag_reduce_pct,cd_rate_window,drag_force_window,ttc_p5,abs_acc_mean,abs_acc_rms,n_window_samples,clearing_time,merged,n_steps,avg_speed,min_speed,solve_time,total_utility,ir_violation_rate,platoon_len_avg,platoon_len_max,conv_iters,conv_fail_rate,success_rate,n_success,n_trials,method,spawn
adhoc,1,52,0,,True,0.5,0,0.0,1.0,9.05738495598002,0.9094261504401998,171.46913866289594,7.042892144215748,0.2488529729572005,0.34976384803006305,373,43.1,52.0,526,19.109019491988366,16.53600312459199,8.758745250041364e-06,7.813325339701924,0.0,3.161081322609473,4.254691689008043,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,2,52,0,,True,0.5,0,0.0,1.0,10.476328829937376,0.8952367117006262,171.66892105921872,8.102158966692734,0.22887428029013526,0.34157804955778337,372,42.1,52.0,521,19.588283155597587,17.796676804721013,8.77600768246562e-06,7.857057672341524,0.0,4.743727598566307,6.169354838709677,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,3,52,0,,True,0.5,0,0.0,1.0,9.47500019868116,0.9052499980131884,169.2069262552388,7.80689154259757,0.2041830711210339,0.31595178378188893,386,44.5,52.0,539,19.20178395868201,16.92416763626686,8.487012981509934e-06,7.826243209476316,0.0,2.9373920552677033,3.784974093264249,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,4,52,0,,True,0.5,0,0.0,1.0,8.714785715285222,0.9128521428471478,176.62707957074178,8.514115359664498,0.27997952515056385,0.38650165636352585,398,45.0,52.0,552,19.166461809820103,16.665728112052708,7.984601460936139e-06,7.7895845659843586,0.0,4.297319932998325,5.4623115577889445,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,5,52,0,,True,0.5,0,0.0,1.0,9.392517253168842,0.9060748274683116,170.3775418579832,7.830005058680872,0.24938225893773086,0.34960051384543633,378,43.5,52.0,529,19.304098523449113,16.95759907398187,8.345179568682044e-06,7.821962388705973,0.0,3.154982363315697,3.9021164021164023,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,6,52,0,,True,0.5,0,0.0,1.0,9.340825227902183,0.9065917477209782,172.3382019043666,8.008702963207034,0.22126254953825147,0.32600849915040797,377,43.0,52.0,531,19.643454366921244,17.225913259653073,8.128813544536619e-06,7.801061323396076,0.0,3.5632183908045976,4.872679045092839,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,7,52,0,,True,0.5,0,0.0,1.0,9.773880300558247,0.9022611969944175,179.92553411430958,9.204621019849522,0.22814628920475352,0.286490580111988,362,42.400000000000006,52.0,523,19.910618699998412,18.603595312459408,8.045697896717123e-06,7.831040084849206,0.0,3.116022099447514,3.839779005524862,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,8,52,0,,True,0.5,0,0.0,1.0,9.786549910022934,0.9021345008997707,169.59393662774798,6.727052525603363,0.24205060027588374,0.35782487182723627,376,43.900000000000006,52.0,533,19.346492614208657,16.280725515668955,8.354033768550468e-06,7.793649706995574,0.0,3.9878102836879434,5.194148936170213,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,9,52,0,,True,0.5,0,0.0,1.0,9.52601164982264,0.9047398835017736,170.1741407557805,7.871114359032278,0.22573340564578145,0.31471754225489423,366,41.7,52.0,518,19.456654200912066,17.556339195043243,8.241698828879358e-06,7.827605706729298,0.0,3.617030965391621,4.631147540983607,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,10,52,0,,True,0.5,0,0.0,1.0,8.9334785658452,0.910665214341548,170.09887335143256,7.781870273522708,0.2294850806714074,0.32996552010796654,386,43.300000000000004,52.0,535,19.28378840556123,16.773508543253577,8.146542049276645e-06,7.799549932425423,0.0,3.395077720207254,4.155440414507772,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,11,52,0,,True,0.5,0,0.0,1.0,8.360940454959398,0.916390595450406,166.44040415961817,9.773143997739648,0.15937489597054935,0.2657145589537832,399,45.2,52.0,555,18.979558784806226,16.775133709257194,7.920360366296263e-06,7.7874002073520305,0.0,2.2698412698412698,3.087719298245614,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,12,52,0,,True,0.5,0,0.0,1.0,10.149040265514087,0.8985095973448591,170.2908855545965,8.180651495584002,0.2244052067905052,0.3170383473873511,389,44.6,52.0,544,19.311739477863267,16.779675129552295,7.995036752691596e-06,7.839686651742718,0.0,3.861610968294773,4.57840616966581,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,13,52,0,,True,0.5,0,0.0,1.0,9.261803590627672,0.9073819640937233,167.63403875089443,7.4473776127498805,0.20915930073847352,0.30591459678544103,370,43.300000000000004,52.0,534,19.49141058713885,17.618773517415992,8.176966304595413e-06,7.778377026308164,0.0,2.798873873873874,3.443243243243243,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,14,52,0,,True,0.5,0,0.0,1.0,10.130342251817526,0.8986965774818247,165.8308502071541,7.906503152755203,0.2183050920107207,0.31304259337751994,391,43.900000000000006,52.0,539,18.998735172568473,16.995314241624484,8.148608526974357e-06,7.831737126982474,0.0,2.8834185848252347,3.6930946291560103,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,15,52,0,,True,0.5,0,0.0,1.0,10.415096413914727,0.8958490358608527,165.87970651080738,9.241009386550108,0.2015778862419275,0.30976597504840503,381,43.6,52.0,540,19.32356096504784,17.07710008473524,8.047222218010575e-06,7.86867916009728,0.0,3.9418197725284343,4.7952755905511815,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,16,52,0,,True,0.5,0,0.0,1.0,10.070846739021256,0.8992915326097874,169.84014384604225,8.170677303600597,0.2105537655285371,0.2811525180328219,369,41.400000000000006,52.0,515,19.699633108722495,18.319955606674075,8.185631066985435e-06,7.868740035143098,0.0,3.475609756097561,4.444444444444445,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,17,52,0,,True,0.5,0,0.0,1.0,10.02209406399972,0.8997790593600028,165.32726224304886,8.874135490998814,0.17920462047531172,0.26163779283683697,371,41.900000000000006,52.0,520,19.489527285499854,17.920417809989242,8.184807692347161e-06,7.876904254895053,0.0,3.610736747529201,4.442048517520216,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,18,52,0,,True,0.5,0,0.0,1.0,10.42238398317199,0.8957761601682801,173.51714426669665,7.952351496588532,0.22212291287124358,0.2992359293703344,360,40.6,52.0,505,19.681632840105124,17.86539529804518,8.335247531420571e-06,7.851390938950693,0.0,4.0569444444444445,4.816666666666666,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,19,52,0,,True,0.5,0,0.0,1.0,8.901932705310411,0.9109806729468959,176.23498191773032,8.912103661321861,0.2345241102913197,0.30927502377426946,385,43.2,52.0,533,19.561037247635948,17.924245429708428,8.093621017291824e-06,7.839135591445754,0.0,4.066017316017316,5.103896103896104,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,20,52,0,,True,0.5,0,0.0,1.0,9.77238167165584,0.9022761832834416,177.62867580085256,7.250972453257128,0.23939491799058166,0.3307057320770059,352,40.400000000000006,52.0,502,19.42497215074338,17.184792928796686,8.396812750088502e-06,7.807797378045399,0.0,4.822916666666667,6.34375,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,21,52,1,planner_abort,True,0.5,0,0.0,1.0,10.286398304188637,0.8971360169581136,167.40808848740818,7.15671636250019,0.25072092397604995,0.5117182911637577,247,37.0,31.0,370,19.25504161846859,16.510696624872697,8.676486491035698e-06,7.78318351961934,0.0,4.125506072874494,5.0,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,22,52,0,,True,0.5,0,0.0,1.0,9.847903087531728,0.9015209691246827,166.28621161307808,6.223614132193734,0.21981532339101303,0.33364440634943804,372,42.5,52.0,520,19.435900504056708,17.055393184740733,8.313269226898858e-06,7.8280565113370075,0.0,3.5116487455197136,4.42741935483871,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,23,52,0,,True,0.5,0,0.0,1.0,9.89709682567933,0.9010290317432067,167.13113531858906,7.874288197244432,0.18672687992770334,0.25504270760455544,348,40.5,52.0,500,19.812801686777608,18.174012608262515,8.272399993984435e-06,7.8531665406102835,0.0,3.2332375478927204,4.155172413793103,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,24,52,0,,True,0.5,0,0.0,1.0,11.262823538603882,0.8873717646139612,170.47852637847402,7.967161616580728,0.23114085232605922,0.33430539385573427,376,43.1,52.0,527,19.367856870301537,17.42249174360709,8.247628082406999e-06,7.8756677669051856,0.0,4.610372340425532,5.082446808510638,nan,nan,0.9666666666666667,29,30,adhoc,52
adhoc,25,52,0,,True,0.5,0,0.0,1.0,9.523282257215593,0.9047671774278441,165.89490065434438,7.340090586401018,0.22071499981519505,0.34882470591275155,370,42.800000000000004,52.0,527,19.237270931748522,16.59389400204598,8.288994299437726e-06,7.82389030658883,0.0,3.4472972972972973,4.456756756756757,nan,nan,0.9666666666666667,29,30,adhoc,52
