solver,seed,max_spawn,traffic_density,seed_failed,fail_reason,enforce_ir,platoon_bonus,comm_delay,p_loss,async_frac,drag_reduce_pct,cd_rate_window,drag_force_window,ttc_p5,abs_acc_mean,abs_acc_rms,n_window_samples,clearing_time,merged,n_steps,avg_speed,min_speed,solve_time,total_utility,ir_violation_rate,platoon_len_avg,platoon_len_max,conv_iters,conv_fail_rate,success_rate,n_success,n_trials,config,spawn,density,vph
no_platooning,1,50,0.6,0,,True,0.5,0,0.0,1.0,5.707024411092066,0.9429297558890793,168.63803079579853,10.0,0.07314324322309072,0.14090541729715259,431,48.400000000000006,50.0,585,19.468220042774547,18.385091631834886,7.708204221617207e-06,7.660393581926303,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.6,1400
no_platooning,2,50,0.6,0,,True,0.5,0,0.0,1.0,5.457030384690054,0.9454296961530995,169.24976307336894,10.0,0.09512799470564423,0.21584539195637872,439,48.5,50.0,586,19.424148337762233,18.287355431065453,6.1901037322211084e-06,7.617815483768592,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.6,1400
no_platooning,3,50,0.6,0,,True,0.5,0,0.0,1.0,4.818678435140933,0.9518132156485907,170.10086662102748,10.0,0.10459684165966479,0.24793398357513444,480,54.0,50.0,642,19.296509534337297,17.563239532717876,5.618535269434764e-06,7.6337018880089245,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.6,1400
no_platooning,4,50,0.6,1,planner_abort,True,0.5,0,0.0,1.0,3.629841627463848,0.9637015837253615,173.3843098515474,7.432853634720034,0.20918764589699715,0.5531050821711762,87,21.900000000000002,5.0,219,18.894302953876874,16.677049760064637,6.108222099778042e-06,7.510738921643871,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.6,1400
no_platooning,5,50,0.6,0,,True,0.5,0,0.0,1.0,5.30289535766908,0.9469710464233092,166.2840123956068,9.150519631127773,0.12901535474792372,0.28422860658577487,497,54.800000000000004,50.0,648,19.081400234644683,16.022583969569414,6.856480872051583e-06,7.610600764603179,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.6,1400
no_platooning,6,50,0.6,0,,True,0.5,0,0.0,1.0,4.7391662545370306,0.9526083374546297,169.9154147077947,10.0,0.11975578391832635,0.6354518282357334,479,53.1,50.0,632,19.3682176150178,17.889243335045144,6.386235096975218e-06,7.626781354390537,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.6,1400
no_platooning,7,50,0.6,0,,True,0.5,0,0.0,1.0,5.436183141227858,0.9456381685877214,169.0907532501836,10.0,0.07016378392637254,0.14438294040324912,459,52.7,50.0,628,19.506630000426632,18.630456774745106,6.296019407973927e-06,7.653120303441715,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.6,1400
no_platooning,8,50,0.6,0,,True,0.5,0,0.0,1.0,6.033115609380002,0.9396688439062,167.96800360325466,10.0,0.08061186007320573,0.16807217937742736,444,50.0,50.0,602,19.44606569359762,18.379835945579217,6.483721955249278e-06,7.6533932032837155,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.6,1400
no_platooning,9,50,0.6,0,,True,0.5,0,0.0,1.0,5.550151255081737,0.9444984874491826,168.8442733546324,10.0,0.07582345704408584,0.16050243565928282,450,50.900000000000006,50.0,610,19.479815214737165,18.53406272224521,6.023117581565605e-06,7.6588616809228816,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.6,1400
no_platooning,10,50,0.6,0,,True,0.5,0,0.0,1.0,5.3490543026010196,0.9465094569739898,169.3114071941278,10.0,0.0751901401724965,0.15976528898323597,480,52.6,50.0,627,19.48904648518727,18.435001221636835,6.22392404806671e-06,7.659041170409072,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,50,0.6,1400
