solver,seed,max_spawn,seed_failed,fail_reason,enforce_ir,platoon_bonus,comm_delay,p_loss,async_frac,drag_reduce_pct,cd_rate_window,drag_force_window,ttc_p5,abs_acc_mean,abs_acc_rms,n_window_samples,clearing_time,merged,n_steps,avg_speed,min_speed,solve_time,total_utility,ir_violation_rate,platoon_len_avg,platoon_len_max,conv_iters,conv_fail_rate,success_rate,n_success,n_trials,config,spawn
no_platooning,1,16,0,,True,0.5,0,0.0,1.0,7.175845753282307,0.9282415424671769,168.66200957480524,10.0,0.07435622548998104,0.13708186522081198,119,17.2,16.0,274,19.690832857241105,18.870986275561446,3.183941618878442e-06,7.64848575042336,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,16
no_platooning,2,16,1,planner_abort,True,0.5,0,0.0,1.0,0.0,1.0,nan,4.376137087535768,0.3771077540658782,0.9011294145564032,0,7.1000000000000005,0.0,71,18.90999585314667,16.4411278252389,3.259154869789507e-06,7.207177598259018,0.0,nan,nan,nan,nan,0.9666666666666667,29,30,C0_no_platoon,16
no_platooning,3,16,0,,True,0.5,0,0.0,1.0,6.175486664978713,0.9382451333502129,168.37475529610748,10.0,0.08643761164467043,0.17415025045965266,135,18.7,16.0,288,19.506564389066522,18.81108069806111,3.257638891480181e-06,7.656736249217246,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,16
no_platooning,4,16,0,,True,0.5,0,0.0,1.0,7.339120837183566,0.9266087916281643,166.85656566557086,10.0,0.15995653925002215,0.3301276457728904,141,19.1,16.0,296,19.005505551853446,16.486929216002082,3.104054018409885e-06,7.625080703157799,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,16
no_platooning,5,16,0,,True,0.5,0,0.0,1.0,7.0970933818060855,0.9290290661819391,166.54033377086836,10.0,0.1467500010158859,0.2927474661078217,122,17.2,16.0,273,19.163306402877218,17.558608026230353,3.180219776104989e-06,7.616183477957045,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,16
no_platooning,6,16,0,,True,0.5,0,0.0,1.0,7.883860165901435,0.9211613983409856,165.98877080700643,8.120684988259722,0.12422913444712604,0.2939530061526877,124,17.6,16.0,277,19.404362631465805,17.395721989698213,3.180866382542463e-06,7.617994398353364,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,16
no_platooning,7,16,0,,True,0.5,0,0.0,1.0,8.612999398890375,0.9138700060110962,164.2152910255849,10.0,0.06247921008241823,0.1287566181082046,119,18.0,16.0,282,19.613144015398525,18.9667122231428,3.194680859244772e-06,7.654785419065966,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,16
no_platooning,8,16,0,,True,0.5,0,0.0,1.0,7.320903450450523,0.9267909654954948,166.29548425014278,10.0,0.0695439020789005,0.14316089131433382,123,17.8,16.0,280,19.58792580006079,18.70627311819033,3.1714285666696794e-06,7.659329987433661,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,16
no_platooning,9,16,0,,True,0.5,0,0.0,1.0,6.722204309915747,0.9327779569008425,168.18019636834845,10.0,0.07597753084122963,0.16574375269130298,128,17.900000000000002,16.0,280,19.578432852361683,18.26674551612722,3.14500000838182e-06,7.65645844452717,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,16
no_platooning,10,16,0,,True,0.5,0,0.0,1.0,7.285437138834128,0.9271456286116587,167.30561233258663,8.263177896565226,0.1418758493206162,0.28547015782116963,127,17.3,16.0,275,19.14856301462835,17.1365565664897,3.1945454644631934e-06,7.625215737567967,0.0,1.0,1.0,nan,nan,0.9666666666666667,29,30,C0_no_platoon,16
