seed,max_spawn,seed_failed,fail_reason,solve_time_auc,solve_time_total,solve_time_pulp,total_util_auc,total_util_pulp,percav_util_auc,percav_util_pulp,correct_rate,n_solves,spawn,success_rate,n_success,n_trials
1,72,0,,1.3064803661823588e-05,0.016199261933991408,0.024716012084648593,171.12800302781645,171.12808330206855,7.81982051574585,7.819823432603306,0.9894259818731118,662,72,1.0,30,30
2,72,0,,1.2936222477997697e-05,0.016522143189034832,0.024681114551223612,174.47337960975997,174.47338331811446,7.823656056162187,7.823656287934343,0.9984520123839009,646,72,1.0,30,30
3,72,0,,1.245712231794578e-05,0.015666966133764174,0.02420203488346424,165.39659477249262,165.39664901664233,7.83461902647029,7.834621035512871,0.997093023255814,688,72,1.0,30,30
4,72,0,,1.2934285949537517e-05,0.016594017443227006,0.024884210526483673,172.68077339530825,172.6808851136933,7.83802412493661,7.8380315996529015,0.9924812030075187,665,72,1.0,30,30
5,72,0,,1.3552896722635857e-05,0.01658971798732215,0.02501981707332672,174.61191334440565,174.61191334440565,7.852923691321317,7.852923691321317,1.0,656,72,1.0,30,30
6,72,0,,1.239271895554509e-05,0.015737918276589033,0.0239509658244152,168.060251984253,168.06040211474948,7.820503778427671,7.820512547527936,0.9955423476968797,673,72,1.0,30,30
7,72,0,,1.2981240157500025e-05,0.016636220619733112,0.02490852713199556,172.0929319447071,172.0929382889125,7.8318607410055705,7.8318609456573585,0.9984496124031008,645,72,1.0,30,30
8,72,0,,1.2967551805650414e-05,0.015835435398418873,0.02404572271375682,167.9355396562788,167.93567986005027,7.807392407899537,7.8073980160503975,0.9970501474926253,678,72,1.0,30,30
9,72,0,,1.3600449661432445e-05,0.016247210794541604,0.024461769115560614,170.37778496955,170.37812544385648,7.823962177196463,7.823987899560223,0.9835082458770614,667,72,1.0,30,30
10,72,0,,1.3288993699770456e-05,0.016784996069226787,0.02508333333359856,175.7927052277153,175.79293298739867,7.845607202549993,7.845614764068557,0.9889937106918238,636,72,1.0,30,30
11,72,0,,1.2838821518769505e-05,0.016358515256649168,0.02465861027198105,171.97012573783556,171.9701436951064,7.817882624317751,7.817883243533986,0.9984894259818731,662,72,1.0,30,30
12,72,0,,1.2719011993647948e-05,0.01616765808359048,0.02463922155689006,169.33036941497144,169.33036941497144,7.860650129504529,7.860650129504529,1.0,668,72,1.0,30,30
13,72,0,,1.2552915387902322e-05,0.01576259897923984,0.023772594752278057,165.13904631023388,165.13904631023388,7.803878178186494,7.803878178186494,1.0,686,72,1.0,30,30
14,72,0,,1.2492085780446592e-05,0.016533526788219205,0.024697108066852894,172.30240249786274,172.30261036791845,7.821792642684582,7.821800066615143,0.9954337899543378,657,72,1.0,30,30
15,72,0,,1.307084595994163e-05,0.01639516374634036,0.02503172205415522,172.70391252074498,172.70391252074498,7.8566081458742865,7.8566081458742865,1.0,662,72,1.0,30,30
16,72,0,,1.3319260405070897e-05,0.01665713050831321,0.025469953775216103,173.47077190917224,173.47080279828202,7.850946229964614,7.850947774420104,0.9984591679506933,649,72,1.0,30,30
17,72,0,,1.3482461419278898e-05,0.016561359999871527,0.025184615384563444,171.95605578118963,171.95605578118963,7.858047707658343,7.858047707658343,1.0,650,72,1.0,30,30
18,72,0,,1.2311791161026582e-05,0.01598900970129762,0.024225373134436606,169.6301134558276,169.6301134558276,7.850885020109801,7.850885020109801,1.0,670,72,1.0,30,30
19,72,0,,1.2633775663596459e-05,0.01584376224192944,0.02429498525085783,167.40106534144476,167.4011460204513,7.836599714214209,7.836613160715301,0.9985250737463127,678,72,1.0,30,30
20,72,0,,1.2535618748425627e-05,0.01641916229530833,0.02500000000009976,171.61806549437344,171.61806549437344,7.8186101246194895,7.8186101246194895,0.9970193740685543,671,72,1.0,30,30
21,72,0,,1.3249221475826825e-05,0.016919187694263746,0.0252040498442092,176.80761051996978,176.8077222392013,7.838591363061186,7.838598254457359,0.9953271028037384,642,72,1.0,30,30
22,72,0,,1.2994368036654658e-05,0.01641381552552413,0.024669710806783755,173.56543614131192,173.56543614131192,7.828198254002985,7.828198254002985,0.9984779299847792,657,72,1.0,30,30
23,72,0,,1.3538532178715122e-05,0.016553227523515686,0.024946483180453945,172.2404133406541,172.24058163570203,7.870064019108351,7.870071294231501,0.9923547400611621,654,72,1.0,30,30
24,72,0,,1.3377015008035102e-05,0.016214349999704135,0.025023880597106668,169.32500352944461,169.32512904785193,7.873391139927654,7.873395473151453,0.991044776119403,670,72,1.0,30,30
25,72,0,,1.2393198222866721e-05,0.015481698552984542,0.02389580318396362,164.7128926192115,164.7128926192115,7.824411748067792,7.824411748067792,1.0,691,72,1.0,30,30
26,72,0,,1.2356821387221497e-05,0.016012667915992394,0.02400749625192712,167.87883405828842,167.87883405828842,7.808851707587541,7.808851707587541,1.0,667,72,1.0,30,30
27,72,0,,1.3224511163106147e-05,0.016263314737011397,0.024234586466200952,170.0178290365459,170.0178290365459,7.840085537638857,7.840085537638857,1.0,665,72,1.0,30,30
28,72,0,,1.3697138554956595e-05,0.016464009186823107,0.024567771084679932,169.66549511146545,169.6655576823858,7.835490672051414,7.835492818680713,0.9954819277108434,664,72,1.0,30,30
29,72,0,,1.2638848144258406e-05,0.015638234712037482,0.024100443131277995,168.63077843710724,168.63077843710724,7.881549555304852,7.881549555304852,1.0,677,72,1.0,30,30
30,72,0,,1.3601679562854062e-05,0.01649351374044897,0.02457557251914191,172.8024200398959,172.80289432087127,7.834690464026792,7.834708987478377,0.9786259541984733,655,72,1.0,30,30
