solver,seed,max_spawn,seed_failed,fail_reason,enforce_ir,platoon_bonus,comm_delay,p_loss,async_frac,drag_reduce_pct,cd_rate_window,drag_force_window,ttc_p5,abs_acc_mean,abs_acc_rms,n_window_samples,clearing_time,merged,n_steps,avg_speed,min_speed,solve_time,total_utility,ir_violation_rate,platoon_len_avg,platoon_len_max,conv_iters,conv_fail_rate,success_rate,n_success,n_trials,method,spawn
adhoc,1,36,0,,True,0.5,0,0.0,1.0,9.046546147518331,0.9095345385248167,174.21401667429973,9.109286201975047,0.2225454266618328,0.30399664744072924,264,32.0,36.0,418,19.52427585530729,17.6641086749174,7.874880379184445e-06,7.821910375377562,0.0,3.021780303030303,3.878787878787879,nan,nan,1.0,30,30,adhoc,36
adhoc,2,36,0,,True,0.5,0,0.0,1.0,10.259614416084261,0.8974038558391574,173.2049202575588,9.116766543397459,0.22178064113201287,0.3282997064980188,259,30.900000000000002,36.0,407,19.206591126585884,17.270174999348963,7.995577402597132e-06,7.864533641621091,0.0,4.774774774774774,5.938223938223938,nan,nan,1.0,30,30,adhoc,36
adhoc,3,36,0,,True,0.5,0,0.0,1.0,8.658618091281422,0.9134138190871858,170.67629225399983,10.0,0.15343374996614456,0.22894510330288517,280,33.300000000000004,36.0,434,19.65162948400481,18.51539396826143,7.656682022201921e-06,7.826859691199386,0.0,2.679166666666667,3.4107142857142856,nan,nan,1.0,30,30,adhoc,36
adhoc,4,36,0,,True,0.5,0,0.0,1.0,8.94489276027075,0.9105510723972925,173.48199533380378,8.365764347849183,0.28985060466020895,0.40995608053528876,272,32.5,36.0,426,19.04837691629179,16.086375913985364,7.923943656163308e-06,7.79394899291607,0.0,4.647671568627452,5.9375,nan,nan,1.0,30,30,adhoc,36
adhoc,5,36,0,,True,0.5,0,0.0,1.0,9.562763621020453,0.9043723637897955,169.9986037270457,8.796404353302806,0.230330034080471,0.32179327208199576,271,32.2,36.0,423,19.402427920539516,17.5168436273947,7.828605201740683e-06,7.839909016827411,0.0,3.209409594095941,4.018450184501845,nan,nan,1.0,30,30,adhoc,36
adhoc,6,36,0,,True,0.5,0,0.0,1.0,8.647143275061309,0.9135285672493869,171.43373798586197,7.346912579161787,0.21720005613868232,0.3407965431776807,275,32.6,36.0,428,19.4550668496213,16.822614384369327,7.688084111731064e-06,7.797804868154739,0.0,2.983030303030303,4.2327272727272724,nan,nan,1.0,30,30,adhoc,36
adhoc,7,36,0,,True,0.5,0,0.0,1.0,9.392746864693613,0.9060725313530639,180.08687321346608,9.54506077414563,0.21828665448215528,0.2793845038999701,259,32.0,36.0,421,19.96201788390839,18.84591105895933,7.645368163843474e-06,7.821010463519933,0.0,2.784427284427285,3.281853281853282,nan,nan,1.0,30,30,adhoc,36
adhoc,8,36,0,,True,0.5,0,0.0,1.0,9.969355492694854,0.9003064450730515,171.01680418065814,6.874896522511326,0.24095545287657905,0.3547434556970411,265,32.4,36.0,423,19.11888826508202,16.35381964776004,8.171394803552945e-06,7.842027038299201,0.0,3.556603773584906,4.562264150943396,nan,nan,1.0,30,30,adhoc,36
adhoc,9,36,0,,True,0.5,0,0.0,1.0,9.153946425593151,0.9084605357440685,172.1837525648802,7.479013430245646,0.24691311034138372,0.34007307901665557,260,31.200000000000003,36.0,412,19.328696744311472,17.325356112584952,7.84393204052657e-06,7.843882992657826,0.0,4.137179487179488,5.219230769230769,nan,nan,1.0,30,30,adhoc,36
adhoc,10,36,0,,True,0.5,0,0.0,1.0,9.809196668291143,0.9019080333170886,166.73525350056914,8.566861936086145,0.20513708655860408,0.2873710243977576,254,30.400000000000002,36.0,401,19.44688249685104,17.93275311341219,7.863591032386956e-06,7.875329057144524,0.0,3.375328083989501,4.059055118110236,nan,nan,1.0,30,30,adhoc,36
